datetime,temperature,pressure,windspeed,electricity_consumption
2015/5/16 5:00,-5.7,998,2.665,354
2015/5/16 6:00,-7.1,989,3.93,306
2015/5/16 7:00,-5.7,990,1.765,276
2015/5/16 8:00,-5,991,2.415,309
2015/5/16 9:00,-2.9,1010,2.015,294
2015/5/16 10:00,-1.4,1006,3.03,327
2015/5/16 11:00,-1.4,992,3.795,363
2015/5/16 12:00,0.7,989,2.915,408
2015/5/16 13:00,1.4,991,1.515,423
2015/5/16 14:00,0,992,2.78,438
2015/5/16 15:00,1.4,987,3.67,453
2015/5/16 16:00,2.1,1003,4.13,357
2015/5/16 17:00,-1.4,989,2.14,321
2015/5/16 18:00,-2.1,1005,2.79,330
2015/5/16 19:00,0,1004,4.205,342
2015/5/16 20:00,0,1002,6.67,336
2015/5/16 21:00,-2.1,996,9.425,342
2015/5/16 22:00,-2.9,991,2.765,333
2015/5/16 23:00,-3.6,993,2.64,342
2015/5/17 0:00,-5,988,3.155,324
2015/5/17 1:00,-2.9,988,2.515,348
2015/5/17 2:00,-4.3,990,3.53,345
2015/5/17 3:00,-4.3,993,2.415,363
2015/5/17 4:00,-5,983,5.08,381
2015/5/17 5:00,-4.3,997,1.765,417
2015/5/17 6:00,-4.3,990,3.655,402
2015/5/17 7:00,-2.9,984,3.98,408
2015/5/17 8:00,-2.9,992,4.87,402
2015/5/17 9:00,-2.9,988,5.01,408
2015/5/17 10:00,-2.9,993,2.79,438
2015/5/17 11:00,-1.4,998,3.165,480
2015/5/17 12:00,-1.4,986,2.765,504
2015/5/17 13:00,-0.7,992,2.78,507
2015/5/17 14:00,1.4,995,4.445,411
2015/5/17 15:00,2.9,994,8.4,183
2015/5/17 16:00,2.1,996,15.925,192
2015/5/17 17:00,2.9,982,22.825,219
2015/5/17 18:00,0,986,29.225,192
2015/5/17 19:00,0,981,37.125,213
2015/5/17 20:00,1.4,993,42.17,207
2015/5/17 21:00,-1.4,993,46.44,216
2015/5/17 22:00,0.7,990,49.32,210
2015/5/17 23:00,0.7,999,52.2,192
2015/5/18 0:00,-4.3,985,55.705,222
2015/5/18 1:00,-2.9,998,58.85,219
2015/5/18 2:00,-5,990,60.64,228
2015/5/18 3:00,-4.3,985,63.055,231
2015/5/18 4:00,-5,990,2.2,222
2015/5/18 5:00,-4.3,982,1.775,243
2015/5/18 6:00,-5,1000,2.54,249
2015/5/18 7:00,-2.1,988,4.705,270
2015/5/18 8:00,-5,981,2.915,276
2015/5/18 9:00,-1.4,991,2.39,261
2015/5/18 10:00,0.7,987,4.055,246
2015/5/18 11:00,0.7,986,3.665,252
2015/5/18 12:00,0.7,991,4.33,264
2015/5/18 13:00,1.4,985,2.14,258
2015/5/18 14:00,4.3,993,4.555,270
2015/5/18 15:00,2.9,984,2.54,279
2015/5/18 16:00,2.1,983,5.455,261
2015/5/18 17:00,1.4,984,6.245,282
2015/5/18 18:00,-2.1,983,6.885,252
2015/5/18 19:00,-2.1,996,2.39,261
2015/5/18 20:00,-2.1,1000,2.78,288
2015/5/18 21:00,-2.1,992,3.605,312
2015/5/18 22:00,-2.1,991,3.165,342
2015/5/18 23:00,-1.4,999,4.83,369
2015/5/19 0:00,-2.1,982,5.995,399
2015/5/19 1:00,-3.6,997,8.01,390
2015/5/19 2:00,-5.7,993,2.515,399
2015/5/19 3:00,-4.3,984,2.515,396
2015/5/19 4:00,-2.9,998,3.155,432
2015/5/19 5:00,-2.9,996,1.64,390
2015/5/19 6:00,-5.7,988,3.03,369
2015/5/19 7:00,-5,991,2.765,402
2015/5/19 8:00,-3.6,980,3.555,390
2015/5/19 9:00,-0.7,979,6.345,378
2015/5/19 10:00,-1.4,989,1.64,390
2015/5/19 11:00,0,987,3.405,396
2015/5/19 12:00,0.7,987,4.545,396
2015/5/19 13:00,0,978,5.31,366
2015/5/19 14:00,0.7,995,5.325,384
2015/5/19 15:00,2.1,978,7.09,360
2015/5/19 16:00,2.9,982,2.415,360
2015/5/19 17:00,5,984,10.19,378
2015/5/19 18:00,4.3,988,17.74,192
2015/5/19 19:00,2.9,983,30.06,201
2015/5/19 20:00,0.7,981,40.14,198
2015/5/19 21:00,0,987,44.435,186
2015/5/19 22:00,0.7,1002,49.73,198
2015/5/19 23:00,-0.7,994,59.545,177
2015/5/20 0:00,-0.7,993,69.375,213
2015/5/20 1:00,-2.1,996,77.315,189
2015/5/20 2:00,0,993,87.52,192
2015/5/20 3:00,-2.9,997,96.195,186
2015/5/20 4:00,-1.4,989,104.01,204
2015/5/20 5:00,-3.6,990,110.07,204
2015/5/20 6:00,-3.6,995,1.89,204
2015/5/20 7:00,-3.6,1000,5.27,213
2015/5/20 8:00,-3.6,999,2.64,204
2015/5/20 9:00,-2.9,1001,3.04,219
2015/5/20 10:00,0,1006,7.435,216
2015/5/20 11:00,2.1,1002,4.13,210
2015/5/20 12:00,2.1,987,4.77,216
2015/5/20 13:00,1.4,987,2.265,219
2015/5/20 14:00,3.6,997,2.405,207
2015/5/20 15:00,2.9,993,3.88,234
2015/5/20 16:00,1.4,999,7.9,222
2015/5/20 17:00,0.7,1002,11.795,222
2015/5/20 18:00,0,993,4.505,261
2015/5/20 19:00,-0.7,991,6.42,264
2015/5/20 20:00,-2.1,1004,3.54,261
2015/5/20 21:00,-5,998,1.64,258
2015/5/20 22:00,-5,989,3.665,252
2015/5/20 23:00,-5,994,2.14,258
2015/5/21 0:00,-5,993,2.015,267
2015/5/21 1:00,-5,995,3.665,258
2015/5/21 2:00,-4.3,984,4.305,252
2015/5/21 3:00,-7.9,1003,5.345,282
2015/5/21 4:00,-7.9,991,6.485,276
2015/5/21 5:00,-6.4,994,8.15,276
2015/5/21 6:00,-5.7,987,8.665,261
2015/5/21 7:00,-7.9,998,10.455,252
2015/5/21 8:00,-1.4,992,13.96,261
2015/5/21 9:00,-1.4,997,18.48,267
2015/5/21 10:00,0,1003,23.4,264
2015/5/21 11:00,2.1,1000,5.145,249
2015/5/21 12:00,3.6,990,4.755,273
2015/5/21 13:00,2.1,985,2.39,282
2015/5/21 14:00,3.6,994,3.405,264
2015/5/21 15:00,2.1,984,4.17,282
2015/5/21 16:00,2.9,987,3.165,261
2015/5/21 17:00,0.7,995,4.305,276
2015/5/21 18:00,-1.4,986,5.195,330
2015/5/21 19:00,-2.1,997,5.71,330
2015/5/21 20:00,-2.1,992,2.265,375
2015/5/21 21:00,-1.4,1000,2.39,345
2015/5/21 22:00,-3.6,1001,2.765,366
2015/5/21 23:00,-3.6,990,2.39,363
2015/5/22 0:00,-5.7,989,2.655,381
2015/5/22 1:00,-3.6,998,3.42,396
2015/5/22 2:00,-2.9,983,1.64,393
2015/5/22 3:00,-4.3,997,2.655,495
2015/5/22 4:00,-5.7,997,1.515,594
2015/5/22 5:00,-5.7,982,2.325,612
2015/5/22 6:00,-5,989,2.915,579
2015/5/22 7:00,-5,980,1.89,552
2015/5/22 8:00,-6.4,990,1.515,546
2015/5/22 9:00,-0.7,987,3.665,543
2015/5/22 10:00,-2.1,989,4.205,507
2015/5/22 11:00,0,986,2.64,459
2015/5/22 12:00,2.1,986,2.78,366
2015/5/22 13:00,2.1,981,3.67,402
2015/5/22 14:00,1.4,995,5.31,405
2015/5/22 15:00,3.6,976,6.2,453
2015/5/22 16:00,1.4,983,5.965,471
2015/5/22 17:00,0,995,3.665,480
2015/5/22 18:00,-2.9,996,2.765,522
2015/5/22 19:00,-2.1,998,3.155,507
2015/5/22 20:00,-4.3,998,1.89,525
2015/5/22 21:00,-4.3,997,2.515,564
2015/5/22 22:00,-3.6,983,2.78,585
2015/5/22 23:00,-5,993,2.64,594
2015/5/23 0:00,-5,986,3.09,657
2015/5/23 1:00,-5.7,981,3.23,678
2015/5/23 2:00,-5.7,998,2.415,690
2015/5/23 3:00,-2.9,995,2.015,699
2015/5/23 4:00,-2.9,995,1.515,600
2015/5/23 5:00,-4.3,983,1.89,579
2015/5/23 6:00,-3.6,980,2.415,582
2015/5/23 7:00,-1.4,993,5.455,480
2015/5/23 8:00,-1.4,982,7.335,444
2015/5/23 9:00,-0.7,990,2.765,468
2015/5/23 10:00,0,992,5.005,408
2015/5/23 11:00,1.4,989,8.775,294
2015/5/23 12:00,1.4,1000,2.415,222
2015/5/23 13:00,0,998,6.67,219
2015/5/23 14:00,1.4,994,14.72,222
2015/5/23 15:00,0.7,1001,23.66,228
2015/5/23 16:00,0,989,30.585,210
2015/5/23 17:00,1.4,986,38.985,204
2015/5/23 18:00,-0.7,988,44.17,198
2015/5/23 19:00,-1.4,1004,49.48,189
2015/5/23 20:00,-1.4,997,56.755,180
2015/5/23 21:00,-3.6,998,64.03,189
2015/5/23 22:00,-2.1,996,72.33,204
2015/5/23 23:00,-4.3,1006,77.765,192
2015/6/1 0:00,-8.6,995,2.915,231
2015/6/1 1:00,-7.9,1006,2.265,237
2015/6/1 2:00,-8.6,1009,2.59,231
2015/6/1 3:00,-11.4,1010,1.64,249
2015/6/1 4:00,-11.4,1003,2.53,225
2015/6/1 5:00,-8.6,999,3.67,285
2015/6/1 6:00,-9.3,995,4.685,264
2015/6/1 7:00,-8.6,995,6.325,264
2015/6/1 8:00,-7.1,1010,1.89,288
2015/6/1 9:00,-8.6,1005,3.28,300
2015/6/1 10:00,-7.1,998,3.795,315
2015/6/1 11:00,-6.4,1004,2.415,312
2015/6/1 12:00,-5,995,6.295,315
2015/6/1 13:00,-5,991,10.965,309
2015/6/1 14:00,-3.6,1004,14.61,294
2015/6/1 15:00,-4.3,991,20.155,291
2015/6/1 16:00,-5.7,991,25.075,288
2015/6/1 17:00,-4.3,999,28.705,282
2015/6/1 18:00,-6.4,999,31.71,288
2015/6/1 19:00,-6.4,1000,33.375,285
2015/6/1 20:00,-7.9,1005,34.415,309
2015/6/1 21:00,-7.1,998,35.18,306
2015/6/1 22:00,-7.1,992,37.345,306
2015/6/1 23:00,-7.9,984,38.635,339
2015/6/2 0:00,-7.9,994,2.765,351
2015/6/2 1:00,-7.9,986,2.655,333
2015/6/2 2:00,-9.3,989,1.64,348
2015/6/2 3:00,-9.3,992,3.53,354
2015/6/2 4:00,-10,985,2.915,378
2015/6/2 5:00,-10.7,994,5.08,399
2015/6/2 6:00,-8.6,989,1.515,369
2015/6/2 7:00,-9.3,990,2.905,396
2015/6/2 8:00,-7.1,988,1.89,426
2015/6/2 9:00,-7.9,997,3.655,477
2015/6/2 10:00,-7.1,1002,2.415,477
2015/6/2 11:00,-7.1,1000,2.915,531
2015/6/2 12:00,-7.1,998,2.015,528
2015/6/2 13:00,-5.7,990,2.905,501
2015/6/2 14:00,-5,979,2.54,525
2015/6/2 15:00,-7.1,994,3.665,543
2015/6/2 16:00,-5.7,995,5.33,573
2015/6/2 17:00,-5,993,6.495,576
2015/6/2 18:00,-5.7,996,8.035,492
2015/6/2 19:00,-6.4,978,10.7,516
2015/6/2 20:00,-7.1,984,10.965,525
2015/6/2 21:00,-7.1,991,2.765,489
2015/6/2 22:00,-6.4,979,2.39,507
2015/6/2 23:00,-7.9,995,2.655,576
2015/6/3 0:00,-8.6,986,4.045,585
2015/6/3 1:00,-7.9,997,3.54,576
2015/6/3 2:00,-7.9,990,3.555,591
2015/6/3 3:00,-10,987,6.345,582
2015/6/3 4:00,-7.1,994,9.475,228
2015/6/3 5:00,-8.6,987,10.14,180
2015/6/3 6:00,-7.1,995,17.415,186
2015/6/3 7:00,-4.3,1000,26.215,192
2015/6/3 8:00,-5.7,985,35.405,192
2015/6/3 9:00,-5,996,42.83,210
2015/6/3 10:00,-2.9,990,45.71,216
2015/6/3 11:00,-1.4,1000,53.11,192
2015/6/3 12:00,-0.7,992,60.635,201
2015/6/3 13:00,-2.9,988,67.535,192
2015/6/3 14:00,-2.9,990,75.06,216
2015/6/3 15:00,-0.7,999,83.11,213
2015/6/3 16:00,-3.6,983,90.16,201
2015/6/3 17:00,-3.6,994,97.56,204
2015/6/3 18:00,-2.9,1000,104.96,186
2015/6/3 19:00,-5,985,110.395,195
2015/6/3 20:00,-3.6,1000,115.415,219
2015/6/3 21:00,-8.6,998,1.515,234
2015/6/3 22:00,-8.6,995,2.14,216
2015/6/3 23:00,-7.1,990,2.59,237
2015/6/4 0:00,-7.9,993,3.165,222
2015/6/4 1:00,-7.9,995,5.92,234
2015/6/4 2:00,-8.6,1000,9.3,252
2015/6/4 3:00,-7.9,1003,2.515,246
2015/6/4 4:00,-8.6,999,1.515,285
2015/6/4 5:00,-11.4,982,2.515,312
2015/6/4 6:00,-11.4,985,2.53,291
2015/6/4 7:00,-11.4,1002,4.045,288
2015/6/4 8:00,-10.7,993,1.765,282
2015/6/4 9:00,-6.4,989,3.53,315
2015/6/4 10:00,-6.4,994,4.42,258
2015/6/4 11:00,-3.6,984,2.415,285
2015/6/4 12:00,-5,990,2.64,291
2015/6/4 13:00,-3.6,994,3.155,324
2015/6/4 14:00,-2.1,995,4.045,312
2015/6/4 15:00,-0.7,989,4.81,339
2015/6/4 16:00,-2.9,983,2.665,348
2015/6/4 17:00,-5.7,997,3.165,330
2015/6/4 18:00,-3.6,981,5.205,363
2015/6/4 19:00,-7.1,982,2.39,348
2015/6/4 20:00,-9.3,1001,3.415,321
2015/6/4 21:00,-5.7,996,2.415,279
2015/6/4 22:00,-5.7,988,5.67,258
2015/6/4 23:00,-5.7,993,2.265,237
2015/6/5 0:00,-7.1,998,2.53,231
2015/6/5 1:00,-10.7,994,3.355,225
2015/6/5 2:00,-8.6,987,3.745,225
2015/6/5 3:00,-7.1,999,5.77,210
2015/6/5 4:00,-4.3,985,13.045,210
2015/6/5 5:00,-4.3,1000,20.595,198
2015/6/5 6:00,-6.4,984,25.265,183
2015/6/5 7:00,-5.7,995,31.325,186
2015/6/5 8:00,-6.4,986,37.385,183
2015/6/5 9:00,-5,984,43.195,189
2015/6/5 10:00,-5,994,51.885,210
2015/6/5 11:00,-4.3,990,64.205,198
2015/6/5 12:00,-4.3,1004,75.4,201
2015/6/5 13:00,-6.4,987,86.83,207
2015/6/5 14:00,-5,992,97.535,189
2015/6/5 15:00,-5,1000,107.59,213
2015/6/5 16:00,-7.1,993,116.14,183
2015/6/5 17:00,-7.9,992,122.075,189
2015/6/5 18:00,-7.9,990,127.76,204
2015/6/5 19:00,-7.1,998,133.32,213
2015/6/5 20:00,-9.3,989,136.575,195
2015/6/5 21:00,-10,995,2.915,219
2015/6/5 22:00,-10.7,994,2.64,210
2015/6/5 23:00,-10.7,1005,2.515,216
2015/6/6 0:00,-10.7,1001,3.28,213
2015/6/6 1:00,-10.7,996,4.445,252
2015/6/6 2:00,-11.4,997,1.515,255
2015/6/6 3:00,-10.7,990,4.63,225
2015/6/6 4:00,-9.3,991,2.79,240
2015/6/6 5:00,-10,993,5.455,228
2015/6/6 6:00,-10.7,992,1.64,243
2015/6/6 7:00,-10.7,1000,2.655,225
2015/6/6 8:00,-10,993,3.54,231
2015/6/6 9:00,-10.7,997,1.765,231
2015/6/6 10:00,-7.1,1002,2.655,306
2015/6/6 11:00,-7.9,992,2.915,294
2015/6/6 12:00,-7.1,989,5.08,231
2015/6/6 13:00,-5.7,980,6.62,249
2015/6/6 14:00,-4.3,992,2.14,237
2015/6/6 15:00,-6.4,996,4.88,249
2015/6/6 16:00,-5.7,987,5.795,264
2015/6/6 17:00,-5.7,989,6.435,276
2015/6/6 18:00,-7.1,993,7.325,315
2015/6/6 19:00,-9.3,1002,2.265,297
2015/6/6 20:00,-10,993,2.2,378
2015/6/6 21:00,-10.7,984,2.64,372
2015/6/6 22:00,-10.7,989,5.645,360
2015/6/6 23:00,-11.4,985,7.31,381
2015/6/7 0:00,-8.6,1001,8.975,366
2015/6/7 1:00,-10,988,12.87,381
2015/6/7 2:00,-9.3,994,16.5,330
2015/6/7 3:00,-11.4,984,20.795,273
2015/6/7 4:00,-10,998,25.315,255
2015/6/7 5:00,-12.9,1001,28.585,231
2015/6/7 6:00,-10,999,30.375,228
2015/6/7 7:00,-10.7,984,34.505,228
2015/6/7 8:00,-10,988,35.67,240
2015/6/7 9:00,-8.6,992,2.14,228
2015/6/7 10:00,-8.6,985,4.88,222
2015/6/7 11:00,-6.4,997,6.295,246
2015/6/7 12:00,-4.3,997,2.265,231
2015/6/7 13:00,-5.7,998,3.405,249
2015/6/7 14:00,-2.1,982,3.92,309
2015/6/7 15:00,-3.6,983,10.565,294
2015/6/7 16:00,-5,987,17.84,306
2015/6/7 17:00,-5.7,990,23.15,324
2015/6/7 18:00,-4.3,996,29.21,261
2015/6/7 19:00,-6.4,987,34.145,198
2015/6/7 20:00,-5.7,993,41.795,192
2015/6/7 21:00,-6.4,1000,50.36,204
2015/6/7 22:00,-6.4,1001,57.51,210
2015/6/7 23:00,-7.9,997,63.32,198
2015/6/8 0:00,-7.9,997,73.65,198
2015/6/8 1:00,-10,1009,83.23,213
2015/6/8 2:00,-11.4,991,92.935,189
2015/6/8 3:00,-11.4,997,100.985,189
2015/6/8 4:00,-10,1007,110.925,201
2015/6/8 5:00,-10.7,991,118.225,192
2015/6/8 6:00,-12.1,998,125.775,195
2015/6/8 7:00,-12.1,1008,132.085,186
2015/6/8 8:00,-11.4,991,140.51,210
2015/6/8 9:00,-8.6,1008,148.825,210
2015/6/8 10:00,-9.3,1009,157.875,216
2015/6/8 11:00,-9.3,1009,163.31,204
2015/6/8 12:00,-7.1,998,169.37,219
2015/6/8 13:00,-8.6,1007,178.2,207
2015/6/8 14:00,-7.9,1005,188.265,219
2015/6/8 15:00,-5.7,1006,194.915,186
2015/6/8 16:00,-6.4,1002,203.98,195
2015/6/8 17:00,-9.3,1001,210.88,219
2015/6/8 18:00,-7.9,987,218.305,216
2015/6/8 19:00,-7.9,1004,227.23,201
2015/6/8 20:00,-9.3,987,236.935,201
2015/6/8 21:00,-10.7,1006,243.245,192
2015/6/8 22:00,-8.6,1000,250.795,198
2015/6/8 23:00,-10,991,257.445,204
2015/6/9 0:00,-10,995,267.385,186
2015/6/9 1:00,-10,999,273.41,192
2015/6/9 2:00,-10,994,279.845,186
2015/6/9 3:00,-10.7,989,285.155,204
2015/6/9 4:00,-9.3,999,292.555,207
2015/6/9 5:00,-8.6,1002,298.225,192
2015/6/9 6:00,-10,1007,302.77,183
2015/6/9 7:00,-10.7,998,306.79,222
2015/6/9 8:00,-10,997,310.435,219
2015/6/9 9:00,-8.6,998,315.995,195
2015/6/9 10:00,-5.7,996,320.265,195
2015/6/9 11:00,-6.4,989,328.815,204
2015/6/9 12:00,-4.3,990,335.715,201
2015/6/9 13:00,-2.9,998,342.115,222
2015/6/9 14:00,-3.6,988,350.39,204
2015/6/9 15:00,-2.1,997,356.79,198
2015/6/9 16:00,-4.3,985,363.565,201
2015/6/9 17:00,-5,993,369.375,219
2015/6/9 18:00,-6.4,994,2.39,219
2015/6/9 19:00,-9.3,1002,4.13,213
2015/6/9 20:00,-7.1,1002,3.415,222
2015/6/9 21:00,-9.3,1007,5.005,255
2015/6/9 22:00,-6.4,993,6.795,228
2015/6/9 23:00,-5.7,1004,10.065,222
2015/6/10 0:00,-7.9,992,4.63,234
2015/6/10 1:00,-7.1,987,7.76,237
2015/6/10 2:00,-9.3,995,11.14,222
2015/6/10 3:00,-6.4,1000,13.145,234
2015/6/10 4:00,-6.4,998,17.275,210
2015/6/10 5:00,-7.9,991,3.665,228
2015/6/10 6:00,-8.6,989,1.89,213
2015/6/10 7:00,-10,1003,3.155,228
2015/6/10 8:00,-9.3,1002,4.13,267
2015/6/10 9:00,-5.7,999,7.76,303
2015/6/10 10:00,-4.3,998,9.8,285
2015/6/10 11:00,-4.3,1006,10.465,249
2015/6/10 12:00,-5,995,2.415,249
2015/6/10 13:00,-4.3,992,4.955,288
2015/6/10 14:00,-3.6,993,7.46,273
2015/6/10 15:00,-5,999,9.625,282
2015/6/10 16:00,-5,1000,11.04,300
2015/6/10 17:00,-5,1003,2.64,276
2015/6/10 18:00,-9.3,1007,2.655,297
2015/6/10 19:00,-7.1,1007,4.545,321
2015/6/10 20:00,-7.9,999,2.39,333
2015/6/10 21:00,-7.9,1010,1.765,315
2015/6/10 22:00,-7.9,1006,2.84,330
2015/6/10 23:00,-7.9,1003,3.665,330
2015/6/11 0:00,-9.3,1008,3.43,384
2015/6/11 1:00,-10,1002,3.755,402
2015/6/11 2:00,-9.3,1004,4.33,438
2015/6/11 3:00,-11.4,1004,5.155,438
2015/6/11 4:00,-9.3,1003,5.48,348
2015/6/11 5:00,-10,1006,2.515,315
2015/6/11 6:00,-12.1,997,2.665,318
2015/6/11 7:00,-10,1007,3.665,324
2015/6/11 8:00,-10.7,1002,2.415,366
2015/6/11 9:00,-7.9,999,5.545,306
2015/6/11 10:00,-5.7,999,9.175,309
2015/6/11 11:00,-5.7,1003,10.715,291
2015/6/11 12:00,-3.6,1007,12.88,315
2015/6/11 13:00,-4.3,1002,2.64,315
2015/6/11 14:00,-4.3,993,3.155,327
2015/6/11 15:00,-4.3,992,3.415,306
2015/6/11 16:00,-5.7,1004,4.83,324
2015/6/11 17:00,-5,1010,6.37,384
2015/6/11 18:00,-7.9,1006,7.51,405
2015/6/11 19:00,-7.9,998,7.775,354
2015/6/11 20:00,-5.7,993,9.815,375
2015/6/11 21:00,-8.6,1007,11.08,360
2015/6/11 22:00,-7.1,1002,13.495,348
2015/6/11 23:00,-7.9,998,14.01,360
2015/6/12 0:00,-7.9,998,15.05,357
2015/6/12 1:00,-7.9,1002,16.84,348
2015/6/12 2:00,-7.9,993,19.13,357
2015/6/12 3:00,-8.6,1010,20.67,408
2015/6/12 4:00,-6.4,995,22.46,432
2015/6/12 5:00,-8.6,1008,24.25,426
2015/6/12 6:00,-6.4,1006,26.79,414
2015/6/12 7:00,-6.4,1001,28.58,384
2015/6/12 8:00,-5.7,1005,30.12,366
2015/6/12 9:00,-7.9,1008,31.41,372
2015/6/12 10:00,-7.1,997,33.075,324
2015/6/12 11:00,-7.1,991,35.955,408
2015/6/12 12:00,-5,989,39.46,369
2015/6/12 13:00,-5,997,42.465,303
2015/6/12 14:00,-5,998,45.47,306
2015/6/12 15:00,-4.3,1002,47.635,336
2015/6/12 16:00,-4.3,997,1.64,522
2015/6/12 17:00,-5,1002,2.79,519
2015/6/12 18:00,-4.3,997,4.43,525
2015/6/12 19:00,-6.4,1003,5.07,519
2015/6/12 20:00,-5,988,3.29,501
2015/6/12 21:00,-7.1,1006,2.265,528
2015/6/12 22:00,-7.1,998,1.575,549
2015/6/12 23:00,-6.4,994,2.265,480
2015/6/13 0:00,-6.4,998,3.03,510
2015/6/13 1:00,-5.7,998,1.89,519
2015/6/13 2:00,-7.1,1005,2.015,507
2015/6/13 3:00,-5,994,1.95,474
2015/6/13 4:00,-6.4,1002,2.79,462
2015/6/13 5:00,-6.4,1003,4.205,468
2015/6/13 6:00,-6.4,992,6.12,504
2015/6/13 7:00,-6.4,991,9.035,486
2015/6/13 8:00,-6.4,997,9.7,465
2015/6/13 9:00,-6.4,1008,13.205,456
2015/6/13 10:00,-5,1004,15.12,414
2015/6/13 11:00,-5,990,16.91,402
2015/6/13 12:00,-5.7,994,19.665,402
2015/6/13 13:00,-3.6,993,23.545,402
2015/6/13 14:00,-5.7,1003,25.585,420
2015/6/13 15:00,-5.7,989,26.25,438
2015/6/13 16:00,-5.7,1003,29.165,420
2015/6/13 17:00,-5.7,998,31.795,441
2015/6/13 18:00,-5,996,34.175,420
2015/6/13 19:00,-3.6,996,38.18,441
2015/6/13 20:00,-5,992,41.685,444
2015/6/13 21:00,-5.7,995,44.565,432
2015/6/13 22:00,-5,987,47.07,438
2015/6/13 23:00,-5,988,50.7,432
2015/6/14 0:00,-5.7,995,53.83,447
2015/6/14 1:00,-4.3,1006,56.46,438
2015/6/14 2:00,-5,1003,61.105,414
2015/6/14 3:00,-5,997,65.125,432
2015/6/14 4:00,-6.4,992,67.88,405
2015/6/14 5:00,-5.7,992,72.15,402
2015/6/14 6:00,-4.3,995,76.195,408
2015/6/14 7:00,-5.7,1000,81.74,405
2015/6/14 8:00,-4.3,988,86.66,411
2015/6/14 9:00,-4.3,999,91.205,456
2015/6/14 10:00,-3.6,985,95.85,492
2015/6/14 11:00,-4.3,993,99.745,489
2015/6/14 12:00,-3.6,1002,103.39,462
2015/6/14 13:00,-2.9,1003,108.56,435
2015/6/14 14:00,-2.1,983,109.85,438
2015/6/14 15:00,-2.9,984,112.265,435
2015/6/14 16:00,-2.9,985,112.78,420
2015/6/14 17:00,-2.9,990,114.195,438
2015/6/14 18:00,-2.9,993,2.64,420
2015/6/14 19:00,-2.9,989,2.265,444
2015/6/14 20:00,-4.3,984,2.405,423
2015/6/14 21:00,-4.3,989,1.325,447
2015/6/14 22:00,-2.9,996,2.465,459
2015/6/14 23:00,-4.3,998,2.515,447
2015/6/15 0:00,-3.6,1000,2.405,423
2015/6/15 1:00,-4.3,985,4.82,483
2015/6/15 2:00,-4.3,988,7.11,444
2015/6/15 3:00,-2.1,988,9.025,429
2015/6/15 4:00,-4.3,994,2.015,453
2015/6/15 5:00,-2.1,984,3.415,468
2015/6/15 6:00,-2.9,998,4.83,438
2015/6/15 7:00,-3.6,983,7.12,420
2015/6/15 8:00,-5,1002,2.39,414
2015/6/15 9:00,-2.1,988,2.015,405
2015/6/15 10:00,-2.9,986,2.265,450
2015/6/15 11:00,-3.6,984,2.215,558
2015/6/15 12:00,-2.1,990,3.48,510
2015/6/15 13:00,-3.6,999,3.87,558
2015/6/15 14:00,-2.9,999,5.51,573
2015/6/15 15:00,-2.1,995,4.255,516
2015/6/15 16:00,-2.1,1002,2.39,522
2015/6/15 17:00,-1.4,996,4.255,489
2015/6/15 18:00,-1.4,1004,2.265,534
2015/6/15 19:00,-5.7,985,2.915,591
2015/6/15 20:00,-6.4,1001,2.765,588
2015/6/15 21:00,-3.6,991,2.78,612
2015/6/15 22:00,-3.6,991,2.79,570
2015/6/15 23:00,-2.9,997,4.955,540
2015/6/16 0:00,-4.3,991,2.265,585
2015/6/16 1:00,-3.6,994,4.005,537
2015/6/16 2:00,-3.6,1006,9.025,501
2015/6/16 3:00,-4.3,1005,10.44,501
2015/6/16 4:00,-5,996,13.585,486
2015/6/16 5:00,-3.6,1006,18.48,447
2015/6/16 6:00,-5.7,999,22.875,330
2015/6/16 7:00,-4.3,1003,26.77,291
2015/6/16 8:00,-4.3,989,30.165,297
2015/6/16 9:00,-5.7,996,34.585,267
2015/6/16 10:00,-5,996,38.34,261
2015/6/16 11:00,-6.4,1009,42.095,279
2015/6/16 12:00,-6.4,989,43.635,255
2015/6/16 13:00,-4.3,998,44.425,273
2015/6/16 14:00,-5.7,990,2.39,276
2015/6/16 15:00,-5.7,993,2.915,273
2015/6/16 16:00,-6.4,1005,4.705,303
2015/6/16 17:00,-6.4,1005,2.14,294
2015/6/16 18:00,-5,995,1.89,303
2015/6/16 19:00,-4.3,1005,2.515,318
2015/6/16 20:00,-6.4,993,1.89,339
2015/6/16 21:00,-5,999,3.665,336
2015/6/16 22:00,-6.4,1007,3.88,360
2015/6/16 23:00,-5,1002,7.01,348
2015/6/17 0:00,-5,1005,10.015,363
2015/6/17 1:00,-7.9,1001,12.805,348
2015/6/17 2:00,-8.6,994,1.64,276
2015/6/17 3:00,-7.9,1001,2.665,213
2015/6/17 4:00,-7.1,997,10.065,213
2015/6/17 5:00,-7.1,993,17.59,192
2015/6/17 6:00,-7.1,1006,23.525,225
2015/6/17 7:00,-6.4,994,31.575,198
2015/6/17 8:00,-7.1,1006,42.755,222
2015/6/17 9:00,-5.7,1007,50.305,204
2015/6/17 10:00,-6.4,1016,57.08,198
2015/6/17 11:00,-4.3,1004,64.48,189
2015/6/17 12:00,-5,1013,71.63,207
2015/6/17 13:00,-4.3,999,80.18,225
2015/6/17 14:00,-5,999,87.48,204
2015/6/17 15:00,-3.6,999,95.505,201
