date,COMED_MW,hour
2015/11/11,11855,19
2015/11/11,11677,20
2015/11/11,11421,21
2015/11/11,11026,22
2015/11/11,10491,23
2015/11/12,9770,0
2015/11/12,9123,1
2015/11/12,8681,2
2015/11/12,8451,3
2015/11/12,8291,4
2015/11/12,8343,5
2015/11/12,8623,6
2015/11/12,9352,7
2015/11/12,10523,8
2015/11/12,11175,9
2015/11/12,11451,10
2015/11/12,11576,11
2015/11/12,11643,12
2015/11/12,11679,13
2015/11/12,11657,14
2015/11/12,11673,15
2015/11/12,11611,16
2015/11/12,11517,17
2015/11/12,11754,18
2015/11/12,12254,19
2015/11/12,12057,20
2015/11/12,11855,21
2015/11/12,11550,22
2015/11/12,11014,23
2015/11/13,10273,0
2015/11/13,9595,1
2015/11/13,9173,2
2015/11/13,8912,3
2015/11/13,8784,4
2015/11/13,8745,5
2015/11/13,9020,6
2015/11/13,9760,7
2015/11/13,10751,8
2015/11/13,11164,9
2015/11/13,11342,10
2015/11/13,11404,11
2015/11/13,11419,12
2015/11/13,11383,13
2015/11/13,11282,14
2015/11/13,11237,15
2015/11/13,11062,16
2015/11/13,10999,17
2015/11/13,11384,18
2015/11/13,11954,19
2015/11/13,11820,20
2015/11/13,11597,21
2015/11/13,11288,22
2015/11/13,10908,23
2015/11/14,10255,0
2015/11/14,9683,1
2015/11/14,9232,2
2015/11/14,8960,3
2015/11/14,8808,4
2015/11/14,8799,5
2015/11/14,8875,6
2015/11/14,9215,7
2015/11/14,9610,8
2015/11/14,9739,9
2015/11/14,9981,10
2015/11/14,10059,11
2015/11/14,10040,12
2015/11/14,9921,13
2015/11/14,9766,14
2015/11/14,9524,15
2015/11/14,9397,16
2015/11/14,9370,17
2015/11/14,9874,18
2015/11/14,10492,19
2015/11/14,10410,20
2015/11/14,10242,21
2015/11/14,10062,22
2015/11/14,9782,23
2015/11/15,9289,0
2015/11/15,8834,1
2015/11/15,8424,2
2015/11/15,8163,3
2015/11/15,8008,4
2015/11/15,7968,5
2015/11/15,8008,6
2015/11/15,8118,7
2015/11/15,8343,8
2015/11/15,8310,9
2015/11/15,8541,10
2015/11/15,8659,11
2015/11/15,8797,12
2015/11/15,8875,13
2015/11/15,8893,14
2015/11/15,8856,15
2015/11/15,8792,16
2015/11/15,8827,17
2015/11/15,9352,18
2015/11/15,10120,19
2015/11/15,10100,20
2015/11/15,10014,21
2015/11/15,9789,22
2015/11/15,9435,23
2015/11/16,8924,0
2015/11/16,8404,1
2015/11/16,8102,2
2015/11/16,7957,3
2015/11/16,7850,4
2015/11/16,7907,5
2015/11/16,8194,6
2015/11/16,8990,7
2015/11/16,10086,8
2015/11/16,10608,9
2015/11/16,10799,10
2015/11/16,10929,11
2015/11/16,11092,12
2015/11/16,11118,13
2015/11/16,11087,14
2015/11/16,11168,15
2015/11/16,11109,16
2015/11/16,11131,17
2015/11/16,11644,18
2015/11/16,12007,19
2015/11/16,11787,20
2015/11/16,11538,21
2015/11/16,11252,22
2015/11/16,10695,23
2015/11/17,9924,0
2015/11/17,9234,1
2015/11/17,8756,2
2015/11/17,8482,3
2015/11/17,8318,4
2015/11/17,8293,5
2015/11/17,8514,6
2015/11/17,9254,7
2015/11/17,10333,8
2015/11/17,10887,9
2015/11/17,11102,10
2015/11/17,11224,11
2015/11/17,11355,12
2015/11/17,11414,13
2015/11/17,11473,14
2015/11/17,11611,15
2015/11/17,11640,16
2015/11/17,11604,17
2015/11/17,11982,18
2015/11/17,12122,19
2015/11/17,11858,20
2015/11/17,11548,21
2015/11/17,11251,22
2015/11/17,10688,23
2015/11/18,9929,0
2015/11/18,9216,1
2015/11/18,8752,2
2015/11/18,8493,3
2015/11/18,8321,4
2015/11/18,8310,5
2015/11/18,8470,6
2015/11/18,9089,7
2015/11/18,10187,8
2015/11/18,10793,9
2015/11/18,11152,10
2015/11/18,11334,11
2015/11/18,11405,12
2015/11/18,11349,13
2015/11/18,11304,14
2015/11/18,11298,15
2015/11/18,11163,16
2015/11/18,11050,17
2015/11/18,11426,18
2015/11/18,11914,19
2015/11/18,11711,20
2015/11/18,11497,21
2015/11/18,11205,22
2015/11/18,10696,23
2015/11/19,9970,0
2015/11/19,9234,1
2015/11/19,8808,2
2015/11/19,8546,3
2015/11/19,8400,4
2015/11/19,8388,5
2015/11/19,8634,6
2015/11/19,9368,7
2015/11/19,10523,8
2015/11/19,11024,9
2015/11/19,11145,10
2015/11/19,11256,11
2015/11/19,11317,12
2015/11/19,11319,13
2015/11/19,11266,14
2015/11/19,11285,15
2015/11/19,11243,16
2015/11/19,11243,17
2015/11/19,11815,18
2015/11/19,12379,19
2015/11/19,12245,20
2015/11/19,12009,21
2015/11/19,11759,22
2015/11/19,11305,23
2015/11/20,10580,0
2015/11/20,9890,1
2015/11/20,9463,2
2015/11/20,9182,3
2015/11/20,9029,4
2015/11/20,9020,5
2015/11/20,9287,6
2015/11/20,10009,7
2015/11/20,11057,8
2015/11/20,11399,9
2015/11/20,11501,10
2015/11/20,11543,11
2015/11/20,11493,12
2015/11/20,11468,13
2015/11/20,11460,14
2015/11/20,11455,15
2015/11/20,11439,16
2015/11/20,11474,17
2015/11/20,12012,18
2015/11/20,12287,19
2015/11/20,12091,20
2015/11/20,11917,21
2015/11/20,11679,22
2015/11/20,11328,23
2015/11/21,10720,0
2015/11/21,10087,1
2015/11/21,9587,2
2015/11/21,9294,3
2015/11/21,9116,4
2015/11/21,9079,5
2015/11/21,9157,6
2015/11/21,9412,7
2015/11/21,9915,8
2015/11/21,10159,9
2015/11/21,10631,10
2015/11/21,10929,11
2015/11/21,11155,12
2015/11/21,11179,13
2015/11/21,11162,14
2015/11/21,10995,15
2015/11/21,10911,16
2015/11/21,10916,17
2015/11/21,11461,18
2015/11/21,11919,19
2015/11/21,11876,20
2015/11/21,11698,21
2015/11/21,11497,22
2015/11/21,11161,23
2015/11/22,10700,0
2015/11/22,10216,1
2015/11/22,9859,2
2015/11/22,9608,3
2015/11/22,9502,4
2015/11/22,9462,5
2015/11/22,9388,6
2015/11/22,9585,7
2015/11/22,9836,8
2015/11/22,9929,9
2015/11/22,10113,10
2015/11/22,10176,11
2015/11/22,10220,12
2015/11/22,10212,13
2015/11/22,10219,14
2015/11/22,10191,15
2015/11/22,10226,16
2015/11/22,10479,17
2015/11/22,11246,18
2015/11/22,11925,19
2015/11/22,11912,20
2015/11/22,11830,21
2015/11/22,11572,22
2015/11/22,11236,23
2015/11/23,10589,0
2015/11/23,10111,1
2015/11/23,9731,2
2015/11/23,9523,3
2015/11/23,9402,4
2015/11/23,9454,5
2015/11/23,9817,6
2015/11/23,10494,7
2015/11/23,11585,8
2015/11/23,11916,9
2015/11/23,12033,10
2015/11/23,12068,11
2015/11/23,12119,12
2015/11/23,12111,13
2015/11/23,12010,14
2015/11/23,11860,15
2015/11/23,11673,16
2015/11/23,11623,17
2015/11/23,12220,18
2015/11/23,12878,19
2015/11/23,12711,20
2015/11/23,12499,21
2015/11/23,12196,22
2015/11/23,11661,23
2015/11/24,10903,0
2015/11/24,10219,1
2015/11/24,9767,2
2015/11/24,9557,3
2015/11/24,9432,4
2015/11/24,9442,5
2015/11/24,9742,6
2015/11/24,10430,7
2015/11/24,11470,8
2015/11/24,11837,9
2015/11/24,11999,10
2015/11/24,11949,11
2015/11/24,11839,12
2015/11/24,11861,13
2015/11/24,11570,14
2015/11/24,11503,15
2015/11/24,11426,16
2015/11/24,11452,17
2015/11/24,12087,18
2015/11/24,12603,19
2015/11/24,12397,20
2015/11/24,12222,21
2015/11/24,11935,22
2015/11/24,11500,23
2015/11/25,10791,0
2015/11/25,10075,1
2015/11/25,9578,2
2015/11/25,9295,3
2015/11/25,9133,4
2015/11/25,9126,5
2015/11/25,9330,6
2015/11/25,9954,7
2015/11/25,10819,8
2015/11/25,11155,9
2015/11/25,11324,10
2015/11/25,11385,11
2015/11/25,11434,12
2015/11/25,11422,13
2015/11/25,11345,14
2015/11/25,11438,15
2015/11/25,11390,16
2015/11/25,11395,17
2015/11/25,11829,18
2015/11/25,12040,19
2015/11/25,11715,20
2015/11/25,11440,21
2015/11/25,11138,22
2015/11/25,10678,23
2015/11/26,9978,0
2015/11/26,9230,1
2015/11/26,8734,2
2015/11/26,8406,3
2015/11/26,8214,4
2015/11/26,8069,5
2015/11/26,8081,6
2015/11/26,8251,7
2015/11/26,8445,8
2015/11/26,8442,9
2015/11/26,8738,10
2015/11/26,9066,11
2015/11/26,9318,12
2015/11/26,9448,13
2015/11/26,9357,14
2015/11/26,9223,15
2015/11/26,9119,16
2015/11/26,9021,17
2015/11/26,9316,18
2015/11/26,9399,19
2015/11/26,9240,20
2015/11/26,9149,21
2015/11/26,9053,22
2015/11/26,8895,23
2015/11/27,8651,0
2015/11/27,8284,1
2015/11/27,7984,2
2015/11/27,7812,3
2015/11/27,7690,4
2015/11/27,7691,5
2015/11/27,7841,6
2015/11/27,8294,7
2015/11/27,8907,8
2015/11/27,9213,9
2015/11/27,9539,10
2015/11/27,9829,11
2015/11/27,10067,12
2015/11/27,10164,13
2015/11/27,10204,14
2015/11/27,10282,15
2015/11/27,10337,16
2015/11/27,10526,17
2015/11/27,11082,18
2015/11/27,11269,19
2015/11/27,11128,20
2015/11/27,10917,21
2015/11/27,10684,22
2015/11/27,10368,23
2015/11/28,9834,0
2015/11/28,9302,1
2015/11/28,8864,2
2015/11/28,8605,3
2015/11/28,8446,4
2015/11/28,8382,5
2015/11/28,8467,6
2015/11/28,8711,7
2015/11/28,9159,8
2015/11/28,9381,9
2015/11/28,9769,10
2015/11/28,10000,11
2015/11/28,10114,12
2015/11/28,10063,13
2015/11/28,10012,14
2015/11/28,9879,15
2015/11/28,9871,16
2015/11/28,9965,17
2015/11/28,10642,18
2015/11/28,11071,19
2015/11/28,10997,20
2015/11/28,10862,21
2015/11/28,10711,22
2015/11/28,10486,23
2015/11/29,9989,0
2015/11/29,9528,1
2015/11/29,9115,2
2015/11/29,8863,3
2015/11/29,8714,4
2015/11/29,8692,5
2015/11/29,8715,6
2015/11/29,8903,7
2015/11/29,9141,8
2015/11/29,9226,9
2015/11/29,9417,10
2015/11/29,9542,11
2015/11/29,9585,12
2015/11/29,9614,13
2015/11/29,9570,14
2015/11/29,9557,15
2015/11/29,9628,16
2015/11/29,9852,17
2015/11/29,10675,18
2015/11/29,11270,19
2015/11/29,11253,20
2015/11/29,11180,21
2015/11/29,10876,22
2015/11/29,10498,23
2015/11/30,9847,0
2015/11/30,9332,1
2015/11/30,8931,2
2015/11/30,8743,3
2015/11/30,8671,4
2015/11/30,8694,5
2015/11/30,8998,6
2015/11/30,9825,7
2015/11/30,11003,8
2015/11/30,11599,9
2015/11/30,11724,10
2015/11/30,11822,11
2015/11/30,11917,12
2015/11/30,11947,13
2015/11/30,11904,14
2015/11/30,11871,15
2015/11/30,11850,16
2015/11/30,11908,17
2015/11/30,12523,18
2015/11/30,12842,19
2015/11/30,12609,20
2015/11/30,12408,21
2015/11/30,12071,22
2015/11/30,11514,23
2015/12/1,10670,0
2015/12/1,9843,1
2015/12/1,9360,2
2015/12/1,9075,3
2015/12/1,8911,4
2015/12/1,8840,5
2015/12/1,9068,6
2015/12/1,9770,7
2015/12/1,10996,8
2015/12/1,11570,9
2015/12/1,11696,10
2015/12/1,11766,11
2015/12/1,11722,12
2015/12/1,11573,13
2015/12/1,11524,14
2015/12/1,11577,15
2015/12/1,11473,16
2015/12/1,11501,17
2015/12/1,12193,18
2015/12/1,12709,19
2015/12/1,12540,20
2015/12/1,12367,21
2015/12/1,12073,22
2015/12/1,11539,23
2015/12/2,10745,0
2015/12/2,9989,1
2015/12/2,9504,2
2015/12/2,9226,3
2015/12/2,9073,4
2015/12/2,9067,5
2015/12/2,9451,6
2015/12/2,10220,7
2015/12/2,11350,8
2015/12/2,11941,9
2015/12/2,12140,10
2015/12/2,12180,11
2015/12/2,12204,12
2015/12/2,12137,13
2015/12/2,12091,14
2015/12/2,12102,15
2015/12/2,12021,16
2015/12/2,12140,17
2015/12/2,12868,18
2015/12/2,13263,19
2015/12/2,13081,20
2015/12/2,12894,21
2015/12/2,12581,22
2015/12/2,12048,23
2015/12/3,11222,0
2015/12/3,10426,1
2015/12/3,9930,2
2015/12/3,9642,3
2015/12/3,9448,4
2015/12/3,9402,5
2015/12/3,9672,6
2015/12/3,10387,7
2015/12/3,11514,8
2015/12/3,12036,9
2015/12/3,12210,10
2015/12/3,12296,11
2015/12/3,12384,12
2015/12/3,12355,13
2015/12/3,12289,14
2015/12/3,12328,15
2015/12/3,12258,16
2015/12/3,12346,17
2015/12/3,12952,18
2015/12/3,13256,19
2015/12/3,13037,20
2015/12/3,12813,21
2015/12/3,12530,22
2015/12/3,12036,23
2015/12/4,11235,0
2015/12/4,10413,1
2015/12/4,9868,2
2015/12/4,9569,3
2015/12/4,9389,4
2015/12/4,9393,5
2015/12/4,9655,6
2015/12/4,10360,7
2015/12/4,11491,8
2015/12/4,11959,9
2015/12/4,12016,10
2015/12/4,11959,11
2015/12/4,11830,12
2015/12/4,11668,13
2015/12/4,11490,14
2015/12/4,11407,15
2015/12/4,11274,16
2015/12/4,11249,17
2015/12/4,11939,18
2015/12/4,12516,19
2015/12/4,12385,20
2015/12/4,12184,21
2015/12/4,11912,22
2015/12/4,11551,23
2015/12/5,10871,0
2015/12/5,10180,1
2015/12/5,9600,2
2015/12/5,9294,3
2015/12/5,9078,4
2015/12/5,9076,5
2015/12/5,9159,6
2015/12/5,9492,7
2015/12/5,10008,8
2015/12/5,10298,9
2015/12/5,10623,10
2015/12/5,10730,11
2015/12/5,10615,12
2015/12/5,10469,13
2015/12/5,10268,14
2015/12/5,10042,15
2015/12/5,9890,16
2015/12/5,10009,17
2015/12/5,10847,18
2015/12/5,11524,19
2015/12/5,11479,20
2015/12/5,11395,21
2015/12/5,11224,22
2015/12/5,10987,23
2015/12/6,10439,0
2015/12/6,9851,1
2015/12/6,9374,2
2015/12/6,9023,3
2015/12/6,8853,4
2015/12/6,8772,5
2015/12/6,8822,6
2015/12/6,8962,7
2015/12/6,9274,8
2015/12/6,9322,9
2015/12/6,9510,10
2015/12/6,9572,11
2015/12/6,9590,12
2015/12/6,9505,13
2015/12/6,9523,14
2015/12/6,9504,15
2015/12/6,9568,16
2015/12/6,9725,17
2015/12/6,10642,18
2015/12/6,11226,19
2015/12/6,11307,20
2015/12/6,11250,21
2015/12/6,11107,22
2015/12/6,10745,23
2015/12/7,10139,0
2015/12/7,9548,1
2015/12/7,9209,2
2015/12/7,8995,3
2015/12/7,8963,4
2015/12/7,8976,5
2015/12/7,9349,6
2015/12/7,10165,7
2015/12/7,11398,8
2015/12/7,12030,9
2015/12/7,12120,10
2015/12/7,12192,11
2015/12/7,12205,12
2015/12/7,12170,13
2015/12/7,12146,14
2015/12/7,12156,15
2015/12/7,12094,16
2015/12/7,12176,17
2015/12/7,12828,18
2015/12/7,13220,19
2015/12/7,13053,20
2015/12/7,12839,21
2015/12/7,12557,22
2015/12/7,11968,23
2015/12/8,11104,0
2015/12/8,10282,1
2015/12/8,9723,2
2015/12/8,9436,3
2015/12/8,9193,4
2015/12/8,9198,5
2015/12/8,9457,6
2015/12/8,10173,7
2015/12/8,11349,8
2015/12/8,11838,9
2015/12/8,11885,10
2015/12/8,11920,11
2015/12/8,11900,12
2015/12/8,11830,13
2015/12/8,11756,14
2015/12/8,11709,15
2015/12/8,11598,16
2015/12/8,11690,17
2015/12/8,12418,18
2015/12/8,12939,19
2015/12/8,12741,20
2015/12/8,12522,21
2015/12/8,12223,22
2015/12/8,11697,23
2015/12/9,10835,0
2015/12/9,9990,1
2015/12/9,9415,2
2015/12/9,9087,3
2015/12/9,8865,4
2015/12/9,8828,5
2015/12/9,9098,6
2015/12/9,9820,7
2015/12/9,10965,8
2015/12/9,11442,9
2015/12/9,11461,10
2015/12/9,11443,11
2015/12/9,11462,12
2015/12/9,11370,13
2015/12/9,11256,14
2015/12/9,11233,15
2015/12/9,11166,16
2015/12/9,11230,17
2015/12/9,12041,18
2015/12/9,12616,19
2015/12/9,12462,20
2015/12/9,12266,21
2015/12/9,12033,22
2015/12/9,11477,23
2015/12/10,10661,0
2015/12/10,9854,1
2015/12/10,9317,2
2015/12/10,9006,3
2015/12/10,8864,4
2015/12/10,8828,5
2015/12/10,9052,6
2015/12/10,9761,7
2015/12/10,10904,8
2015/12/10,11470,9
2015/12/10,11562,10
2015/12/10,11611,11
2015/12/10,11605,12
2015/12/10,11521,13
2015/12/10,11470,14
2015/12/10,11535,15
2015/12/10,11410,16
2015/12/10,11441,17
2015/12/10,12182,18
2015/12/10,12616,19
2015/12/10,12458,20
2015/12/10,12282,21
2015/12/10,12015,22
2015/12/10,11520,23
2015/12/11,10681,0
2015/12/11,9809,1
2015/12/11,9258,2
2015/12/11,8932,3
2015/12/11,8740,4
2015/12/11,8723,5
2015/12/11,8955,6
2015/12/11,9682,7
2015/12/11,10819,8
2015/12/11,11274,9
2015/12/11,11283,10
2015/12/11,11356,11
2015/12/11,11370,12
2015/12/11,11264,13
2015/12/11,11142,14
2015/12/11,11088,15
2015/12/11,10991,16
2015/12/11,11044,17
2015/12/11,11877,18
2015/12/11,12308,19
2015/12/11,12095,20
2015/12/11,11841,21
2015/12/11,11560,22
2015/12/11,11113,23
2015/12/12,10429,0
2015/12/12,9545,1
2015/12/12,8926,2
2015/12/12,8606,3
2015/12/12,8417,4
2015/12/12,8305,5
2015/12/12,8356,6
2015/12/12,8657,7
2015/12/12,9114,8
2015/12/12,9445,9
2015/12/12,9785,10
2015/12/12,9992,11
2015/12/12,10120,12
2015/12/12,10087,13
2015/12/12,9952,14
2015/12/12,9850,15
2015/12/12,9784,16
2015/12/12,9939,17
2015/12/12,10681,18
2015/12/12,11023,19
2015/12/12,10924,20
2015/12/12,10785,21
2015/12/12,10572,22
2015/12/12,10294,23
2015/12/13,9750,0
2015/12/13,9109,1
2015/12/13,8597,2
2015/12/13,8252,3
2015/12/13,8044,4
2015/12/13,7927,5
2015/12/13,7957,6
2015/12/13,8067,7
2015/12/13,8361,8
2015/12/13,8601,9
2015/12/13,8873,10
2015/12/13,9134,11
2015/12/13,9354,12
2015/12/13,9461,13
2015/12/13,9564,14
2015/12/13,9555,15
2015/12/13,9680,16
2015/12/13,10053,17
2015/12/13,10805,18
2015/12/13,11124,19
2015/12/13,11093,20
2015/12/13,11015,21
2015/12/13,10743,22
2015/12/13,10342,23
2015/12/14,9694,0
2015/12/14,9083,1
2015/12/14,8666,2
2015/12/14,8443,3
2015/12/14,8261,4
2015/12/14,8282,5
2015/12/14,8489,6
2015/12/14,9187,7
2015/12/14,10417,8
2015/12/14,11083,9
2015/12/14,11243,10
2015/12/14,11342,11
2015/12/14,11488,12
2015/12/14,11523,13
2015/12/14,11544,14
2015/12/14,11527,15
2015/12/14,11457,16
2015/12/14,11599,17
2015/12/14,12314,18
2015/12/14,12725,19
2015/12/14,12570,20
2015/12/14,12378,21
2015/12/14,12052,22
2015/12/14,11534,23
2015/12/15,10692,0
2015/12/15,9860,1
2015/12/15,9270,2
2015/12/15,8966,3
2015/12/15,8800,4
2015/12/15,8765,5
2015/12/15,9032,6
2015/12/15,9753,7
2015/12/15,10913,8
2015/12/15,11575,9
2015/12/15,11678,10
2015/12/15,11746,11
2015/12/15,11836,12
2015/12/15,11797,13
2015/12/15,11752,14
2015/12/15,11792,15
2015/12/15,11771,16
2015/12/15,11849,17
2015/12/15,12607,18
2015/12/15,12986,19
2015/12/15,12815,20
2015/12/15,12675,21
2015/12/15,12386,22
2015/12/15,11879,23
2015/12/16,11028,0
2015/12/16,10182,1
2015/12/16,9598,2
2015/12/16,9272,3
2015/12/16,9074,4
2015/12/16,9045,5
2015/12/16,9304,6
2015/12/16,10014,7
2015/12/16,11149,8
2015/12/16,11755,9
2015/12/16,11891,10
2015/12/16,11980,11
2015/12/16,12000,12
2015/12/16,11936,13
2015/12/16,11692,14
2015/12/16,11571,15
2015/12/16,11498,16
2015/12/16,11480,17
2015/12/16,12234,18
2015/12/16,12960,19
2015/12/16,12892,20
2015/12/16,12735,21
2015/12/16,12503,22
2015/12/16,12023,23
2015/12/17,11183,0
2015/12/17,10421,1
2015/12/17,9817,2
2015/12/17,9492,3
2015/12/17,9342,4
2015/12/17,9349,5
2015/12/17,9620,6
2015/12/17,10385,7
2015/12/17,11563,8
2015/12/17,12202,9
2015/12/17,12345,10
2015/12/17,12389,11
2015/12/17,12456,12
2015/12/17,12360,13
2015/12/17,12186,14
2015/12/17,12122,15
2015/12/17,12047,16
2015/12/17,12134,17
2015/12/17,12893,18
2015/12/17,13458,19
2015/12/17,13254,20
2015/12/17,13117,21
2015/12/17,12881,22
2015/12/17,12399,23
2015/12/18,11565,0
2015/12/18,10770,1
2015/12/18,10207,2
2015/12/18,9893,3
2015/12/18,9741,4
2015/12/18,9733,5
2015/12/18,10007,6
2015/12/18,10725,7
2015/12/18,11854,8
2015/12/18,12452,9
2015/12/18,12558,10
2015/12/18,12535,11
2015/12/18,12479,12
2015/12/18,12395,13
2015/12/18,12301,14
2015/12/18,12255,15
2015/12/18,12087,16
2015/12/18,12210,17
2015/12/18,13041,18
2015/12/18,13553,19
2015/12/18,13272,20
2015/12/18,13070,21
2015/12/18,12799,22
2015/12/18,12421,23
2015/12/19,11751,0
2015/12/19,11050,1
2015/12/19,10488,2
2015/12/19,10244,3
2015/12/19,10065,4
2015/12/19,9998,5
2015/12/19,10091,6
2015/12/19,10457,7
2015/12/19,10964,8
2015/12/19,11206,9
2015/12/19,11392,10
2015/12/19,11476,11
2015/12/19,11477,12
2015/12/19,11333,13
2015/12/19,11127,14
2015/12/19,10868,15
2015/12/19,10720,16
2015/12/19,10775,17
2015/12/19,11612,18
2015/12/19,12319,19
2015/12/19,12330,20
2015/12/19,12191,21
2015/12/19,12037,22
2015/12/19,11780,23
2015/12/20,11252,0
2015/12/20,10631,1
2015/12/20,10106,2
2015/12/20,9748,3
2015/12/20,9569,4
2015/12/20,9426,5
2015/12/20,9459,6
2015/12/20,9523,7
2015/12/20,9814,8
2015/12/20,9915,9
2015/12/20,9995,10
2015/12/20,10094,11
2015/12/20,10017,12
2015/12/20,9951,13
2015/12/20,9851,14
2015/12/20,9779,15
2015/12/20,9779,16
2015/12/20,9986,17
2015/12/20,10911,18
2015/12/20,11437,19
2015/12/20,11463,20
2015/12/20,11379,21
2015/12/20,11236,22
2015/12/20,10871,23
2015/12/21,10300,0
2015/12/21,9670,1
2015/12/21,9285,2
2015/12/21,9084,3
2015/12/21,8979,4
2015/12/21,8984,5
2015/12/21,9246,6
2015/12/21,9891,7
2015/12/21,10866,8
2015/12/21,11580,9
2015/12/21,11732,10
2015/12/21,11908,11
2015/12/21,11919,12
2015/12/21,11939,13
2015/12/21,11842,14
2015/12/21,11709,15
2015/12/21,11640,16
2015/12/21,11690,17
2015/12/21,12227,18
2015/12/21,12574,19
2015/12/21,12340,20
2015/12/21,12137,21
2015/12/21,11878,22
2015/12/21,11428,23
2015/12/22,10651,0
2015/12/22,9863,1
2015/12/22,9275,2
2015/12/22,8967,3
2015/12/22,8762,4
2015/12/22,8734,5
2015/12/22,8977,6
2015/12/22,9658,7
2015/12/22,10604,8
2015/12/22,11264,9
2015/12/22,11514,10
2015/12/22,11684,11
2015/12/22,11789,12
2015/12/22,11836,13
2015/12/22,11845,14
2015/12/22,11894,15
2015/12/22,11831,16
2015/12/22,11858,17
2015/12/22,12533,18
2015/12/22,12969,19
2015/12/22,12732,20
2015/12/22,12541,21
2015/12/22,12273,22
2015/12/22,11809,23
2015/12/23,11043,0
2015/12/23,10200,1
2015/12/23,9550,2
2015/12/23,9141,3
2015/12/23,8853,4
2015/12/23,8758,5
2015/12/23,8943,6
2015/12/23,9493,7
2015/12/23,10320,8
2015/12/23,10886,9
2015/12/23,11180,10
2015/12/23,11491,11
2015/12/23,11726,12
2015/12/23,11733,13
2015/12/23,11537,14
2015/12/23,11325,15
2015/12/23,11172,16
2015/12/23,11200,17
2015/12/23,11621,18
2015/12/23,12146,19
2015/12/23,11902,20
2015/12/23,11704,21
2015/12/23,11426,22
2015/12/23,10982,23
2015/12/24,10344,0
2015/12/24,9620,1
2015/12/24,9032,2
2015/12/24,8687,3
2015/12/24,8510,4
2015/12/24,8459,5
2015/12/24,8548,6
2015/12/24,8936,7
2015/12/24,9491,8
2015/12/24,9721,9
2015/12/24,9859,10
2015/12/24,9976,11
2015/12/24,10025,12
2015/12/24,10039,13
2015/12/24,9956,14
2015/12/24,9987,15
2015/12/24,9961,16
2015/12/24,10111,17
2015/12/24,10718,18
2015/12/24,10992,19
2015/12/24,10608,20
2015/12/24,10325,21
2015/12/24,10133,22
2015/12/24,9907,23
2015/12/25,9539,0
2015/12/25,9099,1
2015/12/25,8618,2
2015/12/25,8322,3
2015/12/25,8086,4
2015/12/25,8036,5
2015/12/25,8106,6
2015/12/25,8323,7
2015/12/25,8622,8
2015/12/25,8685,9
2015/12/25,8698,10
2015/12/25,8770,11
2015/12/25,8818,12
2015/12/25,8821,13
2015/12/25,8776,14
2015/12/25,8716,15
2015/12/25,8689,16
2015/12/25,8824,17
2015/12/25,9554,18
2015/12/25,10062,19
2015/12/25,10054,20
2015/12/25,10017,21
2015/12/25,9980,22
2015/12/25,9858,23
2015/12/26,9521,0
2015/12/26,9017,1
2015/12/26,8610,2
2015/12/26,8344,3
2015/12/26,8170,4
2015/12/26,8105,5
2015/12/26,8229,6
2015/12/26,8474,7
2015/12/26,8871,8
2015/12/26,9195,9
2015/12/26,9454,10
2015/12/26,9785,11
2015/12/26,10112,12
2015/12/26,10214,13
2015/12/26,10099,14
2015/12/26,9943,15
2015/12/26,9923,16
2015/12/26,10039,17
2015/12/26,10593,18
2015/12/26,10879,19
2015/12/26,10876,20
2015/12/26,10770,21
2015/12/26,10602,22
2015/12/26,10372,23
2015/12/27,9902,0
2015/12/27,9371,1
2015/12/27,8914,2
2015/12/27,8674,3
2015/12/27,8447,4
2015/12/27,8403,5
2015/12/27,8399,6
2015/12/27,8542,7
2015/12/27,8810,8
2015/12/27,9017,9
2015/12/27,9219,10
2015/12/27,9471,11
2015/12/27,9632,12
2015/12/27,9710,13
2015/12/27,9741,14
2015/12/27,9786,15
2015/12/27,9848,16
2015/12/27,10035,17
2015/12/27,10824,18
2015/12/27,11169,19
2015/12/27,11384,20
2015/12/27,11271,21
2015/12/27,11111,22
2015/12/27,10783,23
2015/12/28,10315,0
2015/12/28,9714,1
2015/12/28,9346,2
2015/12/28,9077,3
2015/12/28,9004,4
2015/12/28,9041,5
2015/12/28,9341,6
2015/12/28,10054,7
2015/12/28,11018,8
2015/12/28,11720,9
2015/12/28,12063,10
2015/12/28,12280,11
2015/12/28,12568,12
2015/12/28,12678,13
2015/12/28,12724,14
2015/12/28,12727,15
2015/12/28,12651,16
2015/12/28,12720,17
2015/12/28,13195,18
2015/12/28,13398,19
2015/12/28,13068,20
2015/12/28,12738,21
2015/12/28,12361,22
2015/12/28,11797,23
2015/12/29,10920,0
2015/12/29,10199,1
2015/12/29,9664,2
2015/12/29,9309,3
2015/12/29,9168,4
2015/12/29,9174,5
2015/12/29,9393,6
2015/12/29,10002,7
2015/12/29,10851,8
2015/12/29,11338,9
2015/12/29,11519,10
2015/12/29,11691,11
2015/12/29,11834,12
2015/12/29,11843,13
2015/12/29,11851,14
2015/12/29,11873,15
2015/12/29,11847,16
2015/12/29,11902,17
2015/12/29,12520,18
2015/12/29,12973,19
2015/12/29,12707,20
2015/12/29,12464,21
2015/12/29,12204,22
2015/12/29,11773,23
2015/12/30,11045,0
2015/12/30,10309,1
2015/12/30,9794,2
2015/12/30,9477,3
2015/12/30,9300,4
2015/12/30,9260,5
2015/12/30,9488,6
2015/12/30,10061,7
